stdio    D         file_stdio.c:109  file_stdio_fopen                 [   0.00000] opening /etc/allegro5rc r
stdio    D         file_stdio.c:109  file_stdio_fopen                 [   0.00000] opening /home/marc/allegro5rc r
stdio    D         file_stdio.c:109  file_stdio_fopen                 [   0.00000] opening /home/marc/PROJECTS/Eagle/EagleGUI/cbbuild/bin/allegro5.cfg r
system   I            xsystem.c:212  xglx_initialize                  [   0.00000] XGLX driver connected to X11 (The X.Org Foundation 11901000).
system   I            xsystem.c:214  xglx_initialize                  [   0.00000] X11 protocol version 11.0.
system   I            xsystem.c:228  xglx_initialize                  [   0.00000] events thread spawned.
system   I             system.c:257  al_install_system                [   0.00000] Allegro version: 5.2.3 (GIT)
PulseAudio D         pulseaudio.c:123  pulseaudio_open                  [   0.00416] PA_CONTEXT_READY
xglx_config D        xglx_config.c:239  get_visuals_new                  [   0.23872] Decoding visual no. 281...
xglx_config D        xglx_config.c:148  read_fbconfig                    [   0.23876] Cannot render to a window.
xglx_config D        xglx_config.c:238  get_visuals_new                  [   0.23877] -- 
xglx_config D        xglx_config.c:239  get_visuals_new                  [   0.23879] Decoding visual no. 282...
xglx_config D        xglx_config.c:148  read_fbconfig                    [   0.23881] Cannot render to a window.
xglx_config D        xglx_config.c:238  get_visuals_new                  [   0.23882] -- 
xglx_config D        xglx_config.c:239  get_visuals_new                  [   0.23883] Decoding visual no. 283...
xglx_config D        xglx_config.c:148  read_fbconfig                    [   0.23885] Cannot render to a window.
xglx_config D        xglx_config.c:238  get_visuals_new                  [   0.23886] -- 
xglx_config D        xglx_config.c:239  get_visuals_new                  [   0.23887] Decoding visual no. 284...
xglx_config D        xglx_config.c:148  read_fbconfig                    [   0.23889] Cannot render to a window.
xglx_config D        xglx_config.c:238  get_visuals_new                  [   0.23891] -- 
xglx_config D        xglx_config.c:239  get_visuals_new                  [   0.23892] Decoding visual no. 285...
xglx_config D        xglx_config.c:148  read_fbconfig                    [   0.23894] Cannot render to a window.
xglx_config D        xglx_config.c:238  get_visuals_new                  [   0.23895] -- 
xglx_config D        xglx_config.c:239  get_visuals_new                  [   0.23896] Decoding visual no. 286...
xglx_config D        xglx_config.c:148  read_fbconfig                    [   0.23898] Cannot render to a window.
xglx_config D        xglx_config.c:238  get_visuals_new                  [   0.23900] -- 
xglx_config D        xglx_config.c:239  get_visuals_new                  [   0.23901] Decoding visual no. 287...
xglx_config D        xglx_config.c:148  read_fbconfig                    [   0.23903] Cannot render to a window.
xglx_config D        xglx_config.c:238  get_visuals_new                  [   0.23904] -- 
xglx_config D        xglx_config.c:239  get_visuals_new                  [   0.23905] Decoding visual no. 288...
xglx_config D        xglx_config.c:148  read_fbconfig                    [   0.23907] Cannot render to a window.
xglx_config D        xglx_config.c:238  get_visuals_new                  [   0.23908] -- 
xglx_config D        xglx_config.c:239  get_visuals_new                  [   0.23910] Decoding visual no. 289...
xglx_config D        xglx_config.c:148  read_fbconfig                    [   0.23912] Cannot render to a window.
xglx_config D        xglx_config.c:238  get_visuals_new                  [   0.23913] -- 
xglx_config D        xglx_config.c:239  get_visuals_new                  [   0.23914] Decoding visual no. 290...
xglx_config D        xglx_config.c:148  read_fbconfig                    [   0.23916] Cannot render to a window.
xglx_config D        xglx_config.c:238  get_visuals_new                  [   0.23917] -- 
xglx_config D        xglx_config.c:239  get_visuals_new                  [   0.23918] Decoding visual no. 291...
xglx_config D        xglx_config.c:148  read_fbconfig                    [   0.23920] Cannot render to a window.
xglx_config D        xglx_config.c:238  get_visuals_new                  [   0.23921] -- 
xglx_config D        xglx_config.c:239  get_visuals_new                  [   0.23922] Decoding visual no. 292...
xglx_config D        xglx_config.c:148  read_fbconfig                    [   0.23926] Cannot render to a window.
xglx_config D        xglx_config.c:238  get_visuals_new                  [   0.23927] -- 
xglx_config D        xglx_config.c:239  get_visuals_new                  [   0.23928] Decoding visual no. 293...
xglx_config D        xglx_config.c:148  read_fbconfig                    [   0.23931] Cannot render to a window.
xglx_config D        xglx_config.c:238  get_visuals_new                  [   0.23932] -- 
xglx_config D        xglx_config.c:239  get_visuals_new                  [   0.23933] Decoding visual no. 294...
xglx_config D        xglx_config.c:148  read_fbconfig                    [   0.23935] Cannot render to a window.
xglx_config D        xglx_config.c:238  get_visuals_new                  [   0.23936] -- 
xglx_config D        xglx_config.c:239  get_visuals_new                  [   0.23937] Decoding visual no. 295...
xglx_config D        xglx_config.c:148  read_fbconfig                    [   0.23939] Cannot render to a window.
xglx_config D        xglx_config.c:238  get_visuals_new                  [   0.23941] -- 
xglx_config D        xglx_config.c:239  get_visuals_new                  [   0.23942] Decoding visual no. 296...
xglx_config D        xglx_config.c:148  read_fbconfig                    [   0.23944] Cannot render to a window.
xglx_config D        xglx_config.c:238  get_visuals_new                  [   0.23945] -- 
xglx_config D        xglx_config.c:239  get_visuals_new                  [   0.23946] Decoding visual no. 297...
xglx_config D        xglx_config.c:148  read_fbconfig                    [   0.23948] Cannot render to a window.
xglx_config D        xglx_config.c:238  get_visuals_new                  [   0.23950] -- 
xglx_config D        xglx_config.c:239  get_visuals_new                  [   0.23951] Decoding visual no. 298...
xglx_config D        xglx_config.c:148  read_fbconfig                    [   0.23953] Cannot render to a window.
xglx_config D        xglx_config.c:238  get_visuals_new                  [   0.23954] -- 
xglx_config D        xglx_config.c:239  get_visuals_new                  [   0.23955] Decoding visual no. 299...
xglx_config D        xglx_config.c:148  read_fbconfig                    [   0.23959] Cannot render to a window.
xglx_config I        xglx_config.c:258  get_visuals_new                  [   0.23961] 160 visuals are good enough.
xglx_config I        xglx_config.c:419  select_best_visual               [   0.23964] Chose visual no. 2
xglx_config D        xglx_config.c:18   display_pixel_format             [   0.23965] Single-buffer: no
xglx_config D        xglx_config.c:22   display_pixel_format             [   0.23967] Swap method: undefined
xglx_config D        xglx_config.c:23   display_pixel_format             [   0.23969] Color format: r8 g8 b8 a8, 32 bit
xglx_config D        xglx_config.c:29   display_pixel_format             [   0.23970] Depth buffer: 0 bits
xglx_config D        xglx_config.c:30   display_pixel_format             [   0.23971] Sample buffers: no
xglx_config D        xglx_config.c:31   display_pixel_format             [   0.23972] Samples: 0
xglx_config I        xglx_config.c:434  select_best_visual               [   0.23976] Corresponding X11 visual id: 405
display  I           xdisplay.c:338  xdpy_create_display_locked       [   0.23979] Selected X11 visual 405.
display  D           xdisplay.c:205  xdpy_create_display_window       [   0.23982] Window ID: 69206018
display  D           xdisplay.c:226  xdpy_create_display_window       [   0.23983] X11 window created.
display  D           xdisplay.c:535  xdpy_create_display_hook_default [   0.24314] X11 window mapped.
display  D        xfullscreen.c:985  _al_xglx_handle_mmon_event       [   0.24338] got event 28
display  D        xfullscreen.c:985  _al_xglx_handle_mmon_event       [   0.24340] got event 28
display  D        xfullscreen.c:985  _al_xglx_handle_mmon_event       [   0.24340] got event 28
display  D        xfullscreen.c:985  _al_xglx_handle_mmon_event       [   0.24341] got event 28
display  D        xfullscreen.c:985  _al_xglx_handle_mmon_event       [   0.24341] got event 28
display  D        xfullscreen.c:985  _al_xglx_handle_mmon_event       [   0.24341] got event 28
display  D        xfullscreen.c:985  _al_xglx_handle_mmon_event       [   0.24342] got event 28
display  D        xfullscreen.c:985  _al_xglx_handle_mmon_event       [   0.24342] got event 28
display  D        xfullscreen.c:985  _al_xglx_handle_mmon_event       [   0.24343] got event 28
display  D        xfullscreen.c:985  _al_xglx_handle_mmon_event       [   0.24343] got event 28
display  D        xfullscreen.c:985  _al_xglx_handle_mmon_event       [   0.24343] got event 28
display  D        xfullscreen.c:985  _al_xglx_handle_mmon_event       [   0.24343] got event 28
display  D        xfullscreen.c:985  _al_xglx_handle_mmon_event       [   0.24344] got event 28
display  D        xfullscreen.c:985  _al_xglx_handle_mmon_event       [   0.24344] got event 28
display  D        xfullscreen.c:985  _al_xglx_handle_mmon_event       [   0.26504] got event 28
display  D        xfullscreen.c:985  _al_xglx_handle_mmon_event       [   0.26796] got event 28
xglx_config D        xglx_config.c:587  _al_xglx_config_create_context   [   0.27053] Got GLX context.
opengl   D         extensions.c:732  _al_ogl_manage_extensions        [   0.27141] OpenGL Extensions:
opengl   D         extensions.c:199  print_extensions                 [   0.27198] GL_ARB_multisample
opengl   D         extensions.c:199  print_extensions                 [   0.27203] GL_EXT_abgr
opengl   D         extensions.c:199  print_extensions                 [   0.27204] GL_EXT_bgra
opengl   D         extensions.c:199  print_extensions                 [   0.27206] GL_EXT_blend_color
opengl   D         extensions.c:199  print_extensions                 [   0.27208] GL_EXT_blend_minmax
opengl   D         extensions.c:199  print_extensions                 [   0.27211] GL_EXT_blend_subtract
opengl   D         extensions.c:199  print_extensions                 [   0.27212] GL_EXT_copy_texture
opengl   D         extensions.c:199  print_extensions                 [   0.27213] GL_EXT_polygon_offset
opengl   D         extensions.c:199  print_extensions                 [   0.27214] GL_EXT_subtexture
opengl   D         extensions.c:199  print_extensions                 [   0.27216] GL_EXT_texture_object
opengl   D         extensions.c:199  print_extensions                 [   0.27217] GL_EXT_vertex_array
opengl   D         extensions.c:199  print_extensions                 [   0.27219] GL_EXT_compiled_vertex_array
opengl   D         extensions.c:199  print_extensions                 [   0.27220] GL_EXT_texture
opengl   D         extensions.c:199  print_extensions                 [   0.27221] GL_EXT_texture3D
opengl   D         extensions.c:199  print_extensions                 [   0.27222] GL_IBM_rasterpos_clip
opengl   D         extensions.c:199  print_extensions                 [   0.27223] GL_ARB_point_parameters
opengl   D         extensions.c:199  print_extensions                 [   0.27224] GL_EXT_draw_range_elements
opengl   D         extensions.c:199  print_extensions                 [   0.27225] GL_EXT_packed_pixels
opengl   D         extensions.c:199  print_extensions                 [   0.27230] GL_EXT_point_parameters
opengl   D         extensions.c:199  print_extensions                 [   0.27232] GL_EXT_rescale_normal
opengl   D         extensions.c:199  print_extensions                 [   0.27233] GL_EXT_separate_specular_color
opengl   D         extensions.c:199  print_extensions                 [   0.27235] GL_EXT_texture_edge_clamp
opengl   D         extensions.c:199  print_extensions                 [   0.27464] GL_SGIS_generate_mipmap
opengl   D         extensions.c:199  print_extensions                 [   0.28443] GL_SGIS_texture_border_clamp
opengl   D         extensions.c:199  print_extensions                 [   0.28466] GL_SGIS_texture_edge_clamp
opengl   D         extensions.c:199  print_extensions                 [   0.28482] GL_SGIS_texture_lod
opengl   D         extensions.c:199  print_extensions                 [   0.28485] GL_ARB_framebuffer_sRGB
opengl   D         extensions.c:199  print_extensions                 [   0.28487] GL_ARB_multitexture
opengl   D         extensions.c:199  print_extensions                 [   0.28491] GL_EXT_framebuffer_sRGB
opengl   D         extensions.c:199  print_extensions                 [   0.28497] GL_IBM_multimode_draw_arrays
opengl   D         extensions.c:199  print_extensions                 [   0.28502] GL_IBM_texture_mirrored_repeat
opengl   D         extensions.c:199  print_extensions                 [   0.28506] GL_ARB_texture_cube_map
opengl   D         extensions.c:199  print_extensions                 [   0.28508] GL_ARB_texture_env_add
opengl   D         extensions.c:199  print_extensions                 [   0.28509] GL_ARB_transpose_matrix
opengl   D         extensions.c:199  print_extensions                 [   0.28510] GL_EXT_blend_func_separate
opengl   D         extensions.c:199  print_extensions                 [   0.28512] GL_EXT_fog_coord
opengl   D         extensions.c:199  print_extensions                 [   0.28513] GL_EXT_multi_draw_arrays
opengl   D         extensions.c:199  print_extensions                 [   0.28514] GL_EXT_secondary_color
opengl   D         extensions.c:199  print_extensions                 [   0.28515] GL_EXT_texture_env_add
opengl   D         extensions.c:199  print_extensions                 [   0.28516] GL_EXT_texture_lod_bias
opengl   D         extensions.c:199  print_extensions                 [   0.28517] GL_INGR_blend_func_separate
opengl   D         extensions.c:199  print_extensions                 [   0.28518] GL_NV_blend_square
opengl   D         extensions.c:199  print_extensions                 [   0.28519] GL_NV_light_max_exponent
opengl   D         extensions.c:199  print_extensions                 [   0.28521] GL_NV_texgen_reflection
opengl   D         extensions.c:199  print_extensions                 [   0.28522] GL_NV_texture_env_combine4
opengl   D         extensions.c:199  print_extensions                 [   0.28523] GL_S3_s3tc
opengl   D         extensions.c:199  print_extensions                 [   0.28524] GL_SUN_multi_draw_arrays
opengl   D         extensions.c:199  print_extensions                 [   0.28526] GL_ARB_texture_border_clamp
opengl   D         extensions.c:199  print_extensions                 [   0.28527] GL_ARB_texture_compression
opengl   D         extensions.c:199  print_extensions                 [   0.28531] GL_EXT_framebuffer_object
opengl   D         extensions.c:199  print_extensions                 [   0.28532] GL_EXT_texture_compression_s3tc
opengl   D         extensions.c:199  print_extensions                 [   0.28534] GL_EXT_texture_env_combine
opengl   D         extensions.c:199  print_extensions                 [   0.28535] GL_EXT_texture_env_dot3
opengl   D         extensions.c:199  print_extensions                 [   0.28536] GL_MESA_window_pos
opengl   D         extensions.c:199  print_extensions                 [   0.28537] GL_NV_packed_depth_stencil
opengl   D         extensions.c:199  print_extensions                 [   0.28539] GL_NV_texture_rectangle
opengl   D         extensions.c:199  print_extensions                 [   0.28540] GL_ARB_depth_texture
opengl   D         extensions.c:199  print_extensions                 [   0.28542] GL_ARB_occlusion_query
opengl   D         extensions.c:199  print_extensions                 [   0.28543] GL_ARB_shadow
opengl   D         extensions.c:199  print_extensions                 [   0.28545] GL_ARB_texture_env_combine
opengl   D         extensions.c:199  print_extensions                 [   0.28546] GL_ARB_texture_env_crossbar
opengl   D         extensions.c:199  print_extensions                 [   0.28547] GL_ARB_texture_env_dot3
opengl   D         extensions.c:199  print_extensions                 [   0.28548] GL_ARB_texture_mirrored_repeat
opengl   D         extensions.c:199  print_extensions                 [   0.28549] GL_ARB_window_pos
opengl   D         extensions.c:199  print_extensions                 [   0.28550] GL_ATI_fragment_shader
opengl   D         extensions.c:199  print_extensions                 [   0.28551] GL_EXT_stencil_two_side
opengl   D         extensions.c:199  print_extensions                 [   0.28552] GL_EXT_texture_cube_map
opengl   D         extensions.c:199  print_extensions                 [   0.28553] GL_NV_depth_clamp
opengl   D         extensions.c:199  print_extensions                 [   0.28555] GL_NV_fog_distance
opengl   D         extensions.c:199  print_extensions                 [   0.28556] GL_APPLE_packed_pixels
opengl   D         extensions.c:199  print_extensions                 [   0.28557] GL_APPLE_vertex_array_object
opengl   D         extensions.c:199  print_extensions                 [   0.28558] GL_ARB_draw_buffers
opengl   D         extensions.c:199  print_extensions                 [   0.28559] GL_ARB_fragment_program
opengl   D         extensions.c:199  print_extensions                 [   0.28560] GL_ARB_fragment_shader
opengl   D         extensions.c:199  print_extensions                 [   0.28562] GL_ARB_shader_objects
opengl   D         extensions.c:199  print_extensions                 [   0.28563] GL_ARB_vertex_program
opengl   D         extensions.c:199  print_extensions                 [   0.28565] GL_ARB_vertex_shader
opengl   D         extensions.c:199  print_extensions                 [   0.28567] GL_ATI_draw_buffers
opengl   D         extensions.c:199  print_extensions                 [   0.28568] GL_ATI_texture_env_combine3
opengl   D         extensions.c:199  print_extensions                 [   0.28569] GL_ATI_texture_float
opengl   D         extensions.c:199  print_extensions                 [   0.28570] GL_EXT_shadow_funcs
opengl   D         extensions.c:199  print_extensions                 [   0.28571] GL_EXT_stencil_wrap
opengl   D         extensions.c:199  print_extensions                 [   0.28572] GL_MESA_pack_invert
opengl   D         extensions.c:199  print_extensions                 [   0.28573] GL_MESA_ycbcr_texture
opengl   D         extensions.c:199  print_extensions                 [   0.28574] GL_NV_primitive_restart
opengl   D         extensions.c:199  print_extensions                 [   0.28575] GL_ARB_depth_clamp
opengl   D         extensions.c:199  print_extensions                 [   0.28579] GL_ARB_fragment_program_shadow
opengl   D         extensions.c:199  print_extensions                 [   0.28580] GL_ARB_half_float_pixel
opengl   D         extensions.c:199  print_extensions                 [   0.28581] GL_ARB_occlusion_query2
opengl   D         extensions.c:199  print_extensions                 [   0.28583] GL_ARB_point_sprite
opengl   D         extensions.c:199  print_extensions                 [   0.28584] GL_ARB_shading_language_100
opengl   D         extensions.c:199  print_extensions                 [   0.28585] GL_ARB_sync
opengl   D         extensions.c:199  print_extensions                 [   0.28586] GL_ARB_texture_non_power_of_two
opengl   D         extensions.c:199  print_extensions                 [   0.28587] GL_ARB_vertex_buffer_object
opengl   D         extensions.c:199  print_extensions                 [   0.28588] GL_ATI_blend_equation_separate
opengl   D         extensions.c:199  print_extensions                 [   0.28589] GL_EXT_blend_equation_separate
opengl   D         extensions.c:199  print_extensions                 [   0.28590] GL_OES_read_format
opengl   D         extensions.c:199  print_extensions                 [   0.28591] GL_ARB_color_buffer_float
opengl   D         extensions.c:199  print_extensions                 [   0.28592] GL_ARB_pixel_buffer_object
opengl   D         extensions.c:199  print_extensions                 [   0.28594] GL_ARB_texture_compression_rgtc
opengl   D         extensions.c:199  print_extensions                 [   0.28596] GL_ARB_texture_float
opengl   D         extensions.c:199  print_extensions                 [   0.28598] GL_ARB_texture_rectangle
opengl   D         extensions.c:199  print_extensions                 [   0.28600] GL_ATI_texture_compression_3dc
opengl   D         extensions.c:199  print_extensions                 [   0.28604] GL_EXT_packed_float
opengl   D         extensions.c:199  print_extensions                 [   0.28616] GL_EXT_pixel_buffer_object
opengl   D         extensions.c:199  print_extensions                 [   0.28619] GL_EXT_texture_compression_dxt1
opengl   D         extensions.c:199  print_extensions                 [   0.28621] GL_EXT_texture_compression_rgtc
opengl   D         extensions.c:199  print_extensions                 [   0.28623] GL_EXT_texture_mirror_clamp
opengl   D         extensions.c:199  print_extensions                 [   0.28625] GL_EXT_texture_rectangle
opengl   D         extensions.c:199  print_extensions                 [   0.28627] GL_EXT_texture_sRGB
opengl   D         extensions.c:199  print_extensions                 [   0.28644] GL_EXT_texture_shared_exponent
opengl   D         extensions.c:199  print_extensions                 [   0.28645] GL_ARB_framebuffer_object
opengl   D         extensions.c:199  print_extensions                 [   0.28649] GL_EXT_framebuffer_blit
opengl   D         extensions.c:199  print_extensions                 [   0.28650] GL_EXT_framebuffer_multisample
opengl   D         extensions.c:199  print_extensions                 [   0.28654] GL_EXT_packed_depth_stencil
opengl   D         extensions.c:199  print_extensions                 [   0.28655] GL_ARB_vertex_array_object
opengl   D         extensions.c:199  print_extensions                 [   0.28658] GL_ATI_separate_stencil
opengl   D         extensions.c:199  print_extensions                 [   0.28660] GL_ATI_texture_mirror_once
opengl   D         extensions.c:199  print_extensions                 [   0.28662] GL_EXT_draw_buffers2
opengl   D         extensions.c:199  print_extensions                 [   0.28666] GL_EXT_draw_instanced
opengl   D         extensions.c:199  print_extensions                 [   0.28669] GL_EXT_gpu_program_parameters
opengl   D         extensions.c:199  print_extensions                 [   0.28670] GL_EXT_texture_array
opengl   D         extensions.c:199  print_extensions                 [   0.28676] GL_EXT_texture_compression_latc
opengl   D         extensions.c:199  print_extensions                 [   0.28680] GL_EXT_texture_integer
opengl   D         extensions.c:199  print_extensions                 [   0.28681] GL_EXT_texture_sRGB_decode
opengl   D         extensions.c:199  print_extensions                 [   0.28683] GL_EXT_timer_query
opengl   D         extensions.c:199  print_extensions                 [   0.28684] GL_OES_EGL_image
opengl   D         extensions.c:199  print_extensions                 [   0.28884] GL_ARB_copy_buffer
opengl   D         extensions.c:199  print_extensions                 [   0.28889] GL_ARB_depth_buffer_float
opengl   D         extensions.c:199  print_extensions                 [   0.28890] GL_ARB_draw_instanced
opengl   D         extensions.c:199  print_extensions                 [   0.28892] GL_ARB_half_float_vertex
opengl   D         extensions.c:199  print_extensions                 [   0.28893] GL_ARB_instanced_arrays
opengl   D         extensions.c:199  print_extensions                 [   0.28894] GL_ARB_map_buffer_range
opengl   D         extensions.c:199  print_extensions                 [   0.28895] GL_ARB_texture_rg
opengl   D         extensions.c:199  print_extensions                 [   0.28896] GL_ARB_texture_swizzle
opengl   D         extensions.c:199  print_extensions                 [   0.28897] GL_ARB_vertex_array_bgra
opengl   D         extensions.c:199  print_extensions                 [   0.28904] GL_EXT_texture_swizzle
opengl   D         extensions.c:199  print_extensions                 [   0.28905] GL_EXT_vertex_array_bgra
opengl   D         extensions.c:199  print_extensions                 [   0.28907] GL_NV_conditional_render
opengl   D         extensions.c:199  print_extensions                 [   0.28908] GL_AMD_conservative_depth
opengl   D         extensions.c:199  print_extensions                 [   0.28910] GL_AMD_draw_buffers_blend
opengl   D         extensions.c:199  print_extensions                 [   0.28915] GL_AMD_seamless_cubemap_per_texture
opengl   D         extensions.c:199  print_extensions                 [   0.28917] GL_AMD_shader_stencil_export
opengl   D         extensions.c:199  print_extensions                 [   0.28918] GL_ARB_ES2_compatibility
opengl   D         extensions.c:199  print_extensions                 [   0.28921] GL_ARB_blend_func_extended
opengl   D         extensions.c:199  print_extensions                 [   0.28923] GL_ARB_debug_output
opengl   D         extensions.c:199  print_extensions                 [   0.28927] GL_ARB_draw_buffers_blend
opengl   D         extensions.c:199  print_extensions                 [   0.28934] GL_ARB_draw_elements_base_vertex
opengl   D         extensions.c:199  print_extensions                 [   0.28937] GL_ARB_explicit_attrib_location
opengl   D         extensions.c:199  print_extensions                 [   0.28939] GL_ARB_fragment_coord_conventions
opengl   D         extensions.c:199  print_extensions                 [   0.28946] GL_ARB_provoking_vertex
opengl   D         extensions.c:199  print_extensions                 [   0.28948] GL_ARB_sampler_objects
opengl   D         extensions.c:199  print_extensions                 [   0.28949] GL_ARB_seamless_cube_map
opengl   D         extensions.c:199  print_extensions                 [   0.28950] GL_ARB_shader_stencil_export
opengl   D         extensions.c:199  print_extensions                 [   0.28952] GL_ARB_shader_texture_lod
opengl   D         extensions.c:199  print_extensions                 [   0.28954] GL_ARB_texture_cube_map_array
opengl   D         extensions.c:199  print_extensions                 [   0.28955] GL_ARB_texture_gather
opengl   D         extensions.c:199  print_extensions                 [   0.28960] GL_ARB_texture_multisample
opengl   D         extensions.c:199  print_extensions                 [   0.28972] GL_ARB_texture_rgb10_a2ui
opengl   D         extensions.c:199  print_extensions                 [   0.28974] GL_ARB_uniform_buffer_object
opengl   D         extensions.c:199  print_extensions                 [   0.28975] GL_ARB_vertex_type_2_10_10_10_rev
opengl   D         extensions.c:199  print_extensions                 [   0.28977] GL_EXT_provoking_vertex
opengl   D         extensions.c:199  print_extensions                 [   0.28980] GL_EXT_texture_snorm
opengl   D         extensions.c:199  print_extensions                 [   0.28982] GL_MESA_texture_signed_rgba
opengl   D         extensions.c:199  print_extensions                 [   0.28983] GL_ARB_get_program_binary
opengl   D         extensions.c:199  print_extensions                 [   0.28984] GL_ARB_robustness
opengl   D         extensions.c:199  print_extensions                 [   0.28985] GL_ARB_separate_shader_objects
opengl   D         extensions.c:199  print_extensions                 [   0.28986] GL_ARB_shader_bit_encoding
opengl   D         extensions.c:199  print_extensions                 [   0.28987] GL_ARB_timer_query
opengl   D         extensions.c:199  print_extensions                 [   0.28988] GL_ARB_transform_feedback2
opengl   D         extensions.c:199  print_extensions                 [   0.28989] GL_ARB_transform_feedback3
opengl   D         extensions.c:199  print_extensions                 [   0.28990] GL_ANGLE_texture_compression_dxt3
opengl   D         extensions.c:199  print_extensions                 [   0.28992] GL_ANGLE_texture_compression_dxt5
opengl   D         extensions.c:199  print_extensions                 [   0.29076] GL_ARB_base_instance
opengl   D         extensions.c:199  print_extensions                 [   0.29099] GL_ARB_compressed_texture_pixel_storage
opengl   D         extensions.c:199  print_extensions                 [   0.29112] GL_ARB_conservative_depth
opengl   D         extensions.c:199  print_extensions                 [   0.29119] GL_ARB_internalformat_query
opengl   D         extensions.c:199  print_extensions                 [   0.29126] GL_ARB_map_buffer_alignment
opengl   D         extensions.c:199  print_extensions                 [   0.29139] GL_ARB_shading_language_420pack
opengl   D         extensions.c:199  print_extensions                 [   0.29146] GL_ARB_shading_language_packing
opengl   D         extensions.c:199  print_extensions                 [   0.29148] GL_ARB_texture_storage
opengl   D         extensions.c:199  print_extensions                 [   0.29150] GL_ARB_transform_feedback_instanced
opengl   D         extensions.c:199  print_extensions                 [   0.29155] GL_EXT_framebuffer_multisample_blit_scaled
opengl   D         extensions.c:199  print_extensions                 [   0.29157] GL_EXT_transform_feedback
opengl   D         extensions.c:199  print_extensions                 [   0.29159] GL_AMD_shader_trinary_minmax
opengl   D         extensions.c:199  print_extensions                 [   0.29160] GL_ARB_ES3_compatibility
opengl   D         extensions.c:199  print_extensions                 [   0.29162] GL_ARB_arrays_of_arrays
opengl   D         extensions.c:199  print_extensions                 [   0.29167] GL_ARB_clear_buffer_object
opengl   D         extensions.c:199  print_extensions                 [   0.29168] GL_ARB_copy_image
opengl   D         extensions.c:199  print_extensions                 [   0.29170] GL_ARB_explicit_uniform_location
opengl   D         extensions.c:199  print_extensions                 [   0.29171] GL_ARB_invalidate_subdata
opengl   D         extensions.c:199  print_extensions                 [   0.29173] GL_ARB_program_interface_query
opengl   D         extensions.c:199  print_extensions                 [   0.29177] GL_ARB_stencil_texturing
opengl   D         extensions.c:199  print_extensions                 [   0.29189] GL_ARB_texture_query_levels
opengl   D         extensions.c:199  print_extensions                 [   0.29193] GL_ARB_texture_storage_multisample
opengl   D         extensions.c:199  print_extensions                 [   0.29195] GL_ARB_texture_view
opengl   D         extensions.c:199  print_extensions                 [   0.29197] GL_ARB_vertex_attrib_binding
opengl   D         extensions.c:199  print_extensions                 [   0.29201] GL_KHR_debug
opengl   D         extensions.c:199  print_extensions                 [   0.29205] GL_ARB_buffer_storage
opengl   D         extensions.c:199  print_extensions                 [   0.29206] GL_ARB_internalformat_query2
opengl   D         extensions.c:199  print_extensions                 [   0.29208] GL_ARB_multi_bind
opengl   D         extensions.c:199  print_extensions                 [   0.29211] GL_ARB_seamless_cubemap_per_texture
opengl   D         extensions.c:199  print_extensions                 [   0.29212] GL_ARB_texture_mirror_clamp_to_edge
opengl   D         extensions.c:199  print_extensions                 [   0.29216] GL_ARB_texture_stencil8
opengl   D         extensions.c:199  print_extensions                 [   0.29217] GL_ARB_vertex_type_10f_11f_11f_rev
opengl   D         extensions.c:199  print_extensions                 [   0.29218] GL_EXT_shader_integer_mix
opengl   D         extensions.c:199  print_extensions                 [   0.29222] GL_ARB_clip_control
opengl   D         extensions.c:199  print_extensions                 [   0.29223] GL_ARB_conditional_render_inverted
opengl   D         extensions.c:199  print_extensions                 [   0.29225] GL_ARB_cull_distance
opengl   D         extensions.c:199  print_extensions                 [   0.29231] GL_ARB_get_texture_sub_image
opengl   D         extensions.c:199  print_extensions                 [   0.29240] GL_EXT_polygon_offset_clamp
opengl   D         extensions.c:199  print_extensions                 [   0.29242] GL_KHR_context_flush_control
opengl   D         extensions.c:199  print_extensions                 [   0.29245] GL_MESA_shader_integer_functions
opengl   I         extensions.c:764  _al_ogl_manage_extensions        [   0.29247] glXGetProcAddress Extension: supported
opengl   D         extensions.c:778  _al_ogl_manage_extensions        [   0.29250] GLX Extensions:
opengl   D         extensions.c:199  print_extensions                 [   0.29252] GLX_ARB_create_context
opengl   D         extensions.c:199  print_extensions                 [   0.29256] GLX_ARB_create_context_profile
opengl   D         extensions.c:199  print_extensions                 [   0.29260] GLX_ARB_fbconfig_float
opengl   D         extensions.c:199  print_extensions                 [   0.29261] GLX_ARB_framebuffer_sRGB
opengl   D         extensions.c:199  print_extensions                 [   0.29263] GLX_ARB_get_proc_address
opengl   D         extensions.c:199  print_extensions                 [   0.29266] GLX_ARB_multisample
opengl   D         extensions.c:199  print_extensions                 [   0.29267] GLX_EXT_import_context
opengl   D         extensions.c:199  print_extensions                 [   0.29270] GLX_EXT_visual_info
opengl   D         extensions.c:199  print_extensions                 [   0.29272] GLX_EXT_visual_rating
opengl   D         extensions.c:199  print_extensions                 [   0.29274] GLX_EXT_fbconfig_packed_float
opengl   D         extensions.c:199  print_extensions                 [   0.29276] GLX_EXT_framebuffer_sRGB
opengl   D         extensions.c:199  print_extensions                 [   0.29279] GLX_EXT_create_context_es2_profile
opengl   D         extensions.c:199  print_extensions                 [   0.29300] GLX_EXT_create_context_es_profile
opengl   D         extensions.c:199  print_extensions                 [   0.29303] GLX_MESA_copy_sub_buffer
